Job No,Date,Client,Type, Pricing ,Truck,Location,Crew Event,Cameraman,Assistant,4G,Duration Crew,Crew Start Time,Crew End Time,Camera,Camera Qty,Others Acces,Reporter,Editor,Story,Report Duration,Format,Note,Edit S.T.,Edit E.T.,Crew Duration,edit duration
1066,29-Jul-22,bbc arabic,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0:02:37,MP4-HD,Rushes-People in Martyrs square and Hamra / Duration: 2Mins 37Secs,2023-08-17 14:45:00,2023-08-17 15:00:00,0.0,15.0
1067,29-Jul-22,bbc arabic,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0:00:55,MP4,BBC-Rushes: Ukraine Lebanon / Duration: 55secs ,2023-08-17 17:15:00,2023-08-17 17:30:00,0.0,15.0
1068,30-Jul-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,tripoli,Event Description,Cameraman,Assistant Needed,no 4G,6:35,2023-08-17 09:40:00,2023-08-17 16:15:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:01:46,MXF OP1A,Aslive Tripoli-Leila Khalil /Duration: 1Min 42Secs,2023-08-17 16:15:00,2023-08-17 16:45:00,395.0,30.0
1070,30-Jul-22,beirutsat,crew, $180.00 ,Suzuki Cias,khalde,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 11:00:00,2023-08-17 13:00:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volantmedia  ,0,0,120.0,0.0
1071,31-Jul-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,cornich el naher,Event Description,Cameraman,Assistant Needed,no 4G,6:00,2023-08-17 16:00:00,2023-08-17 22:00:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:46,MXF,PKG report-Leila Khalil: Nawafez intro 114 / Duration: 2Mins 46Secs,2023-08-17 17:10:00,2023-08-17 17:30:00,360.0,20.0
1072,31-Jul-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,port beirut,Event Description,Cameraman,Assistant Needed,4G,2:40,2023-08-17 17:10:00,2023-08-17 19:50:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,PKG report-Maha Hoteit:,0,0,160.0,0.0
1073,31-Jul-22,bloomberg asharq,crew, $285.00 ,Nissan X.Trail,cornich el naher,Event Description,Cameraman,Assistant Needed,no 4G,3:15,2023-08-17 13:45:00,2023-08-17 17:00:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,PKG report-Maha Hoteit:,0,0,195.0,0.0
1074,31-Jul-22,priyanka cgtn,crew + edit, $300.00 ,Suzuki Cias,port beirut,Event Description,Cameraman,Assistant Needed,no 4G,2:10,2023-08-17 16:50:00,2023-08-17 19:00:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story, 00:03:47,MP4,  Rushes + Voxpop: Beirut port solis / Duration: 3Mins 47Secs,2023-08-17 20:00:00,2023-08-17 20:20:00,130.0,20.0
1075,31-Jul-22,priyanka cgtn,crew + edit, $300.00 ,Suzuki Cias,port beirut,Event Description,Cameraman,Assistant Needed,no 4G,1:10,2023-08-17 19:00:00,2023-08-17 20:10:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:01:25,MP4,As Live-Priyanka Navani: Beirut port solis / Duration: 1Min 15Secs / Cost $200  ,2023-08-17 20:20:00,2023-08-17 20:30:00,70.0,10.0
1077,31-Jul-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 10:00:00,2023-08-17 12:00:00,Canon XF305,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volantmedia,0,0,120.0,0.0
1078,31-Jul-22,russia today,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:46,MP4,Rushes : Part of Beirut port solis has fallen ,2023-08-17 19:30:00,2023-08-17 19:10:00,0.0,-20.0
1079,1-Aug-22,bbc arabic,crew + edit, $350.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:50,2023-08-17 11:10:00,2023-08-17 14:00:00,Sony S190,1.0,Led Torsh,No Reporter,Editor needed,Story,0:03:27,MP4-HD,PKG report-Joya: Amos Hochstein visit / Duration: 3Mins 27Secs,2023-08-17 13:30:00,2023-08-17 13:50:00,170.0,20.0
1080,1-Aug-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,downtown,Event Description,Cameraman,Assistant Needed,no 4G,5:00,2023-08-17 12:30:00,2023-08-17 17:30:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:31,MXF-HD 50i,PKG report-Claudie Abi Hanna: Hochsten visit / Duration: 2Mins 41Secs,2023-08-17 16:00:00,2023-08-17 17:35:00,300.0,95.0
1082,1-Aug-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,baabda,Event Description,Cameraman,Assistant Needed,no 4G,9:00,2023-08-17 09:00:00,2023-08-17 18:00:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,PKG report-Maha Hoteit:,0,0,540.0,0.0
1083,1-Aug-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:50,2023-08-17 11:10:00,2023-08-17 13:00:00,Sony S190,1.0,Led Torsh,Reporter,Editor needed,Story,0:04:20,MP4,PKG report-Omar Soloh: Visits of Amos Hochstein / Duration: 4Mins 20Secs,2023-08-17 13:50:00,2023-08-17 15:20:00,110.0,90.0
1086,1-Aug-22,beirutsat,crew + edit, $230.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 16:30:00,2023-08-17 19:00:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,No Notes,0,0,150.0,0.0
1087,1-Aug-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:10,2023-08-17 13:20:00,2023-08-17 14:30:00,Canon XF305,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Ruptly,0,0,70.0,0.0
1088,1-Aug-22,Other Clients,Other Type," $1,050.00 ",Nissan X.Trail,airport,Event Description,Cameraman,Assistant Needed,no 4G,1:40,2023-08-17 16:20:00,2023-08-17 18:00:00,Canon XF305,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Interview with Amos Hochteisns / Airport,0,0,100.0,0.0
1092,2-Aug-22,alghad tv,crew, $250.00 ,Renault Duster,karantina,Event Description,Cameraman,Assistant Needed,no 4G,3:50,2023-08-17 13:45:00,2023-08-17 17:35:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,No Notes,0,0,230.0,0.0
1093,2-Aug-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,jnah,Event Description,Cameraman,Assistant Needed,no 4G,3:40,2023-08-17 11:30:00,2023-08-17 15:10:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:20,MXF-HD 50i,PKG report-Leila Khalil-Silos Collapse / Duration: 2Mins 20Secs,2023-08-17 17:00:00,2023-08-17 18:00:00,220.0,60.0
1096,2-Aug-22,russia today,crew + edit, $280.00 ,Suzuki Cias,unesco,Event Description,Cameraman,Assistant Needed,no 4G,3:40,2023-08-17 10:20:00,2023-08-17 14:00:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:03:05,MP4-HD,PKG report-Omar el Solh: Port Beirut-Martyrs families / Duration: 3Mins 4Secs,2023-08-17 14:00:00,2023-08-17 15:45:00,220.0,105.0
1097,3-Aug-22,alghad tv,crew, $250.00 ,Suzuki Cias,yarze,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 10:00:00,2023-08-17 14:00:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,No Notes,0,0,240.0,0.0
1101,3-Aug-22,bloomberg asharq,crew + edit, $285.00 ,Renault Duster,port beirut,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 14:00:00,2023-08-17 16:00:00,Sony S150,1.0,Led Torsh,No Reporter,Editor needed,Story,0:02:10,MP4-HD,PKG report + Rushes-Maha Hoteit: Beirut Jemayzeh street / Duration: 2Mins 10Secs ,2023-08-17 16:00:00,2023-08-17 17:30:00,120.0,90.0
1103,3-Aug-22,beirutsat,crew + edit, $230.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,3:50,2023-08-17 10:20:00,2023-08-17 14:10:00,Sony S150,1.0,Led Torsh,No Reporter,Editor needed,Story,0:03:52,MP4-HD,Volantmedia  ,2023-08-17 14:00:00,2023-08-17 16:00:00,230.0,120.0
1104,3-Aug-22,beirutsat,crew, $180.00 ,Suzuki Cias,downtown,Event Description,Cameraman,Assistant Needed,no 4G,0:50,2023-08-17 17:10:00,2023-08-17 18:00:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volant media,0,0,50.0,0.0
1105,3-Aug-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:45,MXF,PKG report-Claudie Abi Hanna: Port investigation / Duration: 2Mins 45Secs,2023-08-17 15:20:00,2023-08-17 17:20:00,0.0,120.0
1107,3-Aug-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:30,MXF,Monamnamat-Claudi Abi Hanna: Monamnamat - Beirut Holdem / Duration: 3Mins 30Secs,2023-08-17 13:00:00,2023-08-17 15:00:00,0.0,120.0
1109,3-Aug-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0:02:27,MP4-HD,PKG report-Maha Hoteit: Investigation Port / Duration: 2Mins 27Sec,2023-08-17 10:00:00,2023-08-17 12:00:00,0.0,120.0
1110,4-Aug-22,bbc arabic,crew, $400.00 ,No Car,port beirut,Event Description,Cameraman,Assistant Needed,no 4G,5:50,2023-08-17 14:30:00,2023-08-17 20:20:00,Sony S190,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Crew + SNG,0,0,350.0,0.0
1111,4-Aug-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,port beirut,Event Description,Cameraman,Assistant Needed,no 4G,4:30,2023-08-17 14:30:00,2023-08-17 19:00:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:35,MXF,PKG report-Claudie Abi Hanna: August 4 Demo / Duration: 02Mins 36Secs,2023-08-17 18:30:00,2023-08-17 20:30:00,270.0,120.0
1112,4-Aug-22,alghad tv,crew, $750.00 ,Hyund. Tucson,port beirut,Event Description,Cameraman,Assistant Needed,4G,5:30,2023-08-17 14:10:00,2023-08-17 19:40:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,Crew + 4G,0,0,330.0,0.0
1117,4-Aug-22,russia today,crew + edit, $280.00 ,Nissan X.Trail,port beirut,Event Description,Cameraman,Assistant Needed,no 4G,5:00,2023-08-17 07:00:00,2023-08-17 12:00:00,Drone,0,No Acces,No Reporter,Editor needed,Story,0:09:27,MP4-HD,Rushes drone port of Beirut / Duration: 9Mins 27Secs ,2023-08-17 09:45:00,2023-08-17 10:00:00,300.0,15.0
1118,4-Aug-22,russia today,crew, $280.00 ,Nissan X.Trail,port beirut,Event Description,Cameraman,Assistant Needed,4G,8:10,2023-08-17 12:15:00,2023-08-17 20:25:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,No Notes,0,0,490.0,0.0
1119,4-Aug-22,russia today,crew + edit, $280.00 ,No Car,port beirut,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 15:00:00,2023-08-17 19:00:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:57,MP4-HD,PKG Report-Omar El Soloh: port anniversary / Duration: 2Mins 57Secs,2023-08-17 19:00:00,2023-08-17 20:00:00,240.0,60.0
1120,4-Aug-22,bloomberg asharq,crew, $325.00 ,Nissan X.Trail,port beirut,Event Description,Cameraman,Assistant Needed,4G,10:10,2023-08-17 09:10:00,2023-08-17 19:20:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,PKG report-Maha Hoteit,0,0,610.0,0.0
1121,4-Aug-22,bloomberg asharq,crew, $325.00 ,Hyund. Tucson,port beirut,Event Description,Cameraman,Assistant Needed,4G,5:30,2023-08-17 14:10:00,2023-08-17 19:40:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,No Notes,0,0,330.0,0.0
1122,4-Aug-22,beirutsat,crew, $180.00 ,Suzuki Cias,port beirut,Event Description,Cameraman,Assistant Needed,no 4G,1:20,2023-08-17 13:10:00,2023-08-17 14:30:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volantmedia ,0,0,80.0,0.0
1123,4-Aug-22,Other Clients,crew, $150.00 ,Suzuki Cias,port beirut,Event Description,Cameraman,Assistant Needed,4G,11:00,2023-08-17 09:00:00,2023-08-17 20:00:00,Canon A35,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Crew + 4G,0,0,660.0,0.0
1126,5-Aug-22,bbc arabic,crew, $300.00 ,Renault Duster,gemayze,Event Description,Cameraman,Assistant Needed,no 4G,3:45,2023-08-17 15:00:00,2023-08-17 18:45:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Daily crew + Gimbal,0,0,225.0,0.0
1127,5-Aug-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,jnah,Event Description,Cameraman,Assistant Needed,no 4G,1:50,2023-08-17 09:10:00,2023-08-17 11:00:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:30,MXF-HD 50i,Pkg report-Hanan Issa: Demo in Unrwa / Duration: 2Mins 30Secs,2023-08-17 12:00:00,2023-08-17 13:55:00,110.0,115.0
1128,5-Aug-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 16:00:00,2023-08-17 17:00:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:35,MXF-HD 50i,PKG report-Leila Khalil: Nawafez intro eps 115 / Duration: 2Mins 35Secs,2023-08-17 16:45:00,2023-08-17 17:00:00,60.0,15.0
1130,5-Aug-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 10:00:00,2023-08-17 12:00:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,PKG report-Volant Media:,0,0,120.0,0.0
1131,6-Aug-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,tripoli,Event Description,Cameraman,Assistant Needed,no 4G,5:45,2023-08-17 07:30:00,2023-08-17 13:15:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0,No format,PKG report-Hanan Issa:,2023-08-17 14:00:00,2023-08-17 19:00:00,345.0,300.0
1132,6-Aug-22,Other Clients,crew + edit, $275.00 ,Nissan X.Trail,bekaa,Event Description,Cameraman,Assistant Needed,no 4G,4:30,2023-08-17 09:10:00,2023-08-17 13:40:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,00:04:58         /00:02:04,MP4-HD,PKG report-Razan Selman: Bekaa farms - english / Duration: 4Mins 58Secs + Bekaa farms- Arabic interview / Duration: 2Mins 4Secs,2023-08-17 14:00:00,2023-08-17 14:45:00,270.0,45.0
1133,6-Aug-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 14:00:00,2023-08-17 15:00:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volant media,0,0,60.0,0.0
1134,7-Aug-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,bourj,Event Description,Cameraman,Assistant Needed,no 4G,2:20,2023-08-17 17:10:00,2023-08-17 19:30:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0,MXF OP1A,No Notes,2023-08-17 21:00:00,2023-08-17 21:33:00,140.0,33.0
1135,7-Aug-22,russia today,crew + edit, $280.00 ,Renault Duster,bourj,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 12:00:00,2023-08-17 15:00:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:03:23,MP4-HD,No Notes,2023-08-17 14:00:00,2023-08-17 15:30:00,180.0,90.0
1136,7-Aug-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:20,2023-08-17 11:10:00,2023-08-17 12:30:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volantmedia ,0,0,80.0,0.0
1137,8-Aug-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,5:30,2023-08-17 10:00:00,2023-08-17 15:30:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:01:58,MXF,PKG report-Leila Khalil: Banks closure / Duration: 1Min 58Secs,2023-08-17 14:30:00,2023-08-17 16:00:00,330.0,90.0
1139,9-Aug-22,bbc arabic,crew + edit, $350.00 ,Renault Duster,manara,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 15:00:00,2023-08-17 17:00:00,Sony S150,1.0,Led Torsh,No Reporter,Editor needed,Story,0:06:08,MP4-HD,No Notes,2023-08-17 17:00:00,2023-08-17 17:15:00,120.0,15.0
1140,9-Aug-22,alghad tv,crew, $250.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 17:30:00,2023-08-17 21:30:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,PKG report-Leila Khalil:,0,0,240.0,0.0
1141,9-Aug-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:35,2023-08-17 14:15:00,2023-08-17 15:50:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:05,MP4-HD,PKG report-Omar el Solh:,2023-08-17 13:00:00,2023-08-17 14:15:00,95.0,75.0
1143,9-Aug-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:20,2023-08-17 13:30:00,2023-08-17 14:50:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volantmedia,0,0,80.0,0.0
1144,10-Aug-22,bbc arabic,crew + edit, $350.00 ,Suzuki Cias,bhmdoun,Event Description,Cameraman,Assistant Needed,no 4G,3:05,2023-08-17 14:15:00,2023-08-17 17:20:00,Canon XF305,1.0,Led Torsh,No Reporter,Editor needed,Story,0:10:24,MP4-HD,Daily crew,2023-08-17 17:15:00,2023-08-17 18:00:00,185.0,45.0
1145,10-Aug-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,dar el fatwa,Event Description,Cameraman,Assistant Needed,no 4G,1:55,2023-08-17 10:20:00,2023-08-17 12:15:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:15,MXF-HD 50i,PKG report-Leila Khalil:,2023-08-17 13:20:00,2023-08-17 14:20:00,115.0,60.0
1146,10-Aug-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,ain el tine,Event Description,Cameraman,Assistant Needed,no 4G,1:40,2023-08-17 10:35:00,2023-08-17 12:15:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:17,MXF-HD 50i,PKG report-Hanan Issa:,2023-08-17 15:00:00,2023-08-17 17:00:00,100.0,120.0
1148,10-Aug-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0:02:29,MP4-HD,No Notes,2023-08-17 13:00:00,2023-08-17 13:30:00,0.0,30.0
1149,10-Aug-22,byblos medya,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:15,MP4,No Notes,2023-08-17 16:30:00,2023-08-17 18:30:00,0.0,120.0
1150,11-Aug-22,bbc arabic,crew + edit, $350.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,6:10,2023-08-17 12:40:00,2023-08-17 18:50:00,Sony S150,1.0,Led Torsh,No Reporter,Editor needed,Story,0:06:27,MP4-HD,No Notes,2023-08-17 16:00:00,2023-08-17 16:35:00,370.0,35.0
1151,11-Aug-22,alghad tv,crew, $250.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,10:00,2023-08-17 09:30:00,2023-08-17 19:30:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,PKG report-Claudine Abi Hanna: ,0,0,600.0,0.0
1152,11-Aug-22,alghad tv,crew, $250.00 ,Renault Duster,furn el chebak,Event Description,Cameraman,Assistant Needed,no 4G,6:00,2023-08-17 10:00:00,2023-08-17 16:00:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,No Notes,0,0,360.0,0.0
1153,11-Aug-22,bloomberg asharq,crew, $285.00 ,Nissan X.Trail,hamra,Event Description,Cameraman,Assistant Needed,4G,8:00,2023-08-17 11:30:00,2023-08-17 19:30:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,No Notes,0,0,480.0,0.0
1154,11-Aug-22,bloomberg asharq,crew, $285.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,4G,8:50,2023-08-17 12:10:00,2023-08-17 21:00:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,No Notes,0,0,530.0,0.0
1155,11-Aug-22,russia today,crew + edit, $280.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,4G,7:55,2023-08-17 12:35:00,2023-08-17 20:30:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:09,MP4-HD,No Notes,2023-08-17 18:30:00,2023-08-17 20:00:00,475.0,90.0
1160,11-Aug-22,Other Clients,crew, $150.00 ,Nissan X.Trail,hamra,Event Description,Cameraman,Assistant Needed,4G,6:30,2023-08-17 13:30:00,2023-08-17 20:00:00,Sony S190,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Crew + 4G,0,0,390.0,0.0
1161,11-Aug-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:08:00,MXF,No Notes,2023-08-17 17:00:00,2023-08-17 19:00:00,0.0,120.0
1162,12-Aug-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:05,2023-08-17 15:05:00,2023-08-17 16:10:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:20,MXF,No Notes,2023-08-17 15:45:00,2023-08-17 17:15:00,65.0,90.0
1163,12-Aug-22,russia today,crew + edit, $280.00 ,Suzuki Cias,ouzaii,Event Description,Cameraman,Assistant Needed,no 4G,1:50,2023-08-17 10:30:00,2023-08-17 12:20:00,Sony S150,1.0,Led Torsh,No Reporter,Editor needed,Story,0:03:38,MP4-HD,No Notes,2023-08-17 13:30:00,2023-08-17 15:30:00,110.0,120.0
1165,12-Aug-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:45,2023-08-17 13:30:00,2023-08-17 15:15:00,Sony S190,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volantmedia,0,0,105.0,0.0
1166,12-Aug-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:08:00,MXF,No Notes,2023-08-17 12:30:00,2023-08-17 12:50:00,0.0,20.0
1168,12-Aug-22,byblos medya,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:00,No format,No Notes,2023-08-17 11:00:00,2023-08-17 13:00:00,0.0,120.0
1169,13-Aug-22,alghad tv,crew, $250.00 ,Suzuki Cias,baalbeck,Event Description,Cameraman,Assistant Needed,no 4G,6:45,2023-08-17 14:30:00,2023-08-17 21:15:00,Sony S150,1.0,Led Torsh,Reporter,No Editor,No story,0,No format,PKG report-Hanan Issa: ,0,0,405.0,0.0
1170,13-Aug-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 15:00:00,2023-08-17 16:30:00,Sony S150,1.0,Led Torsh,Reporter,Editor needed,Story,0:02:47,MXF-HD 50i,PKG report-Leila Khalil:,2023-08-17 16:00:00,2023-08-17 16:30:00,90.0,30.0
1171,13-Aug-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:15,2023-08-17 10:15:00,2023-08-17 11:30:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volant media,0,0,75.0,0.0
1172,13-Aug-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:17,MXF-HD 50i,PKG report-Leila Khalil:,2023-08-17 14:00:00,2023-08-17 15:50:00,0.0,110.0
1173,14-Aug-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 13:30:00,2023-08-17 14:30:00,Sony S150,1.0,Led Torsh,No Reporter,No Editor,No story,0,No format,Volant Media,0,0,60.0,0.0
